Strain,Clade,preserve
USA/WV-CDC-2-3766740/2020,20B,0
NewZealand/20CV0611/2020,20B,0
USA/NC-UNC-LCCC0030/2020,20B,0
Israel/CVL-928ngs/2020,20B,0
USA/ME-HETL-J0199/2020,20B,0
USA/NY-NYCPHL-001037/2020,20B,0
USA/NY-MSHSPSP-PV21135/2020,20B,0
USA/DC-DFS-PHL-0102/2020,20B,0
Ghana/WACCBIP-GS15/2020,20B,0
Sweden/20-52384/2020,20B,0
Zimbabwe/ZW-1193B/2020,20B,0
SouthAfrica/KRISP-K001356/2020,20B,0
SouthAfrica/NHLS-UCT-GS-1078/2020,20B,0
SouthAfrica/NHLS-UCT-GS-0828/2020,20B,0
SouthAfrica/NHLS-UCT-GS-0619/2020,20B,0
BurkinaFaso/2-041-1649/2020,20B,0
Ghana/WACCBIP-GS107/2021,20B,0
Australia/WA586/2021,20B,0
UnitedArabEmirates/3793/2020,20B,0
UnitedArabEmirates/3399/2020,20B,0
England/MILK-99A0F3/2020,20B,0
Taiwan/NTU34/2020,20B,0
Nepal/2097/2020,20B,0
Nepal/2673/2020,20B,0
Singapore/1116/2020,20B,0
Australia/QLD1480/2020,20B,0
Bahrain/341036734_S5_L001/2020,20B,0
UnitedArabEmirates/3963/2020,20B,0
India/KA-NIMH-SEQ-87/2020,20B,0
Australia/NSW1187/2020,20B,0
Australia/NT99/2021,20B,0
Australia/NT91/2021,20B,0
Australia/NT101/2021,20B,0
Bangladesh/CHRF-0070/2020,20B,0
Bangladesh/DNAS_DRCIM_isl_113/2020,20B,0
Mozambique/INS-K007974/2020,20B,0
Bangladesh/CHRF-0069/2020,20B,0
Bangladesh/BCSIR-NILMRC-062/2020,20B,0
Bahrain/341016741_S2_L001/2020,20B,0
Bangladesh/CHRF-0068/2020,20B,0
Bangladesh/BCSIR-NILMRC_392/2020,20B,0
Bangladesh/GRMDRC/2020,20B,0
Bangladesh/GRBL_S9/2020,20B,0
Bangladesh/CU-CTG-32/2020,20B,0
Bangladesh/CHRF-0060/2020,20B,0
Bangladesh/BCSIR-NILMRC-281/2020,20B,0
Australia/NSW1223/2020,20B,0
Australia/QLD1267/2020,20B,0
Bangladesh/SUST-GEB-Sunamganj-3/2020,20B,0
Bangladesh/BCSIR-NILMRC_411/2020,20B,0
Bangladesh/GRMDRC-7/2020,20B,0
Bangladesh/GRBL_S10/2020,20B,0
Bangladesh/BCSIR-NILMRC_420/2020,20B,0
Bangladesh/BCSIR-NILMRC-292/2020,20B,0
Bangladesh/BCSIR-NILMRC_428/2020,20B,0
Bangladesh/CU-CTG-18/2020,20B,0
Bangladesh/CHRF-0108/2020,20B,0
Bangladesh/GRMDRC-4/2020,20B,0
Bangladesh/CHRF-0122/2020,20B,0
Bangladesh/BCSIR-NILMRC-440/2021,20B,0
Bangladesh/BCSIR-NILMRC-462/2021,20B,0
Bangladesh/BCSIR-NILMRC_393/2020,20B,0
Bangladesh/SUST-GEB-Habiganj-6/2020,20B,0
Bangladesh/CHRF-0111/2020,20B,0
Bangladesh/BCSIR-NILMRC-473/2021,20B,0
Bangladesh/BCSIR-NILMRC-439/2021,20B,0
Bangladesh/SUST-GEB-Habiganj-3/2020,20B,0
Bangladesh/GRMDRC-3/2020,20B,0
Bangladesh/GRBL_S6/2020,20B,0
Bangladesh/CU-CTG-02/2020,20B,0
Bangladesh/BCSIR-NILMRC-441/2021,20B,0
Australia/VIC3813/2020,20F,0
Australia/QLD958/2020,20F,0
Australia/TAS00279/2020,20F,0
Australia/SAP473/2020,20F,0
Australia/SAP481/2020,20F,0
Australia/WA164/2020,20F,0
Australia/WA149/2020,20F,0
Australia/VIC16281/2020,20F,0
Australia/NSW751/2020,20F,0
Australia/VIC7881/2020,20F,0
Australia/NSW1060/2020,20F,0
Australia/NSW782/2020,20F,0
Australia/NSW1012/2020,20F,0
Australia/NSW1010/2020,20F,0
Australia/NSW1003/2020,20F,0
Australia/NSW999/2020,20F,0
Australia/NSW1006/2020,20F,0
Australia/NSW1164/2020,20F,0
Australia/NSW1167/2020,20F,0
Australia/NSW1154/2020,20F,0
Australia/ACT0087/2020,20F,0
Australia/VIC11081/2020,20F,0
Australia/VIC11948/2020,20F,0
Australia/VIC15096/2020,20F,0
Australia/NT53/2020,20F,0
Australia/VIC2509/2020,20F,0
Australia/VIC15336/2020,20F,0
Australia/VIC16300/2020,20F,0
Australia/VIC17033/2020,20F,0
Australia/VIC11053/2020,20F,0
Australia/VIC16478/2020,20F,0
Australia/SAP477/2020,20F,0
Australia/VIC10540/2020,20F,0
Australia/QLD993/2020,20F,0
Australia/QLD998/2020,20F,0
Australia/QLD1045/2020,20F,0
Australia/QLD1050/2020,20F,0
Australia/QLD1060/2020,20F,0
Australia/VIC10009/2020,20F,0
Australia/VIC16191/2020,20F,0
Australia/VIC16198/2020,20F,0
Australia/VIC16197/2020,20F,0
CzechRepublic/NRL_7917/2020,20B,0
Ecuador/USFQ-346/2020,20B,0
Ecuador/ZZL-4/2020,20B,0
Ghana/WACCBIP-GS12/2020,20B,0
Ghana/UHAS-G441/2020,20B,0
Ghana/WACCBIP-GS09/2020,20B,0
Nigeria/FC-CV250/2020,20B,0
Peru/LIM-UPCH-0307/2020,20B,0
Peru/LIM-UPCH-0324/2020,20B,0
Peru/LIM-UPCH-0329/2020,20B,0
Philippines/PH-RITM-0028/2020,20B,0
Australia/QLD1471/2020,20B,0
Malaysia/HPUPM_ML5767/2020,20B,0
HongKong/MV2007-00689/2020,20B,0
HongKong/HKPU-4328/2020,20B,0
Philippines/PH-RITM-0026/2020,20B,0
Singapore/820/2020,20B,0
Australia/WA255/2020,20B,0
Australia/WA432/2020,20B,0
Vietnam/PIHCM-638/2020,20B,0
Colombia/MET-GVI-97769/2020,20B,0
Ecuador/USFQ-208/2020,20B,0
Ecuador/USFQ-527/2020,20B,0
Algeria/G35014-8856/2020,20B,0
CostaRica/INC-0074/2020,20B,0
USA/MD-MDH-0503/2020,20B,0
CostaRica/INC-0209/2021,20B,0
CostaRica/INC-0232/2021,20B,0
Ecuador/USFQ-553/2020,20B,0
Ecuador/USFQ-558/2020,20B,0
Ecuador/USFQ-555/2020,20B,0
CostaRica/INC-0165/2020,20B,0
CostaRica/INC-0219/2021,20B,0
CostaRica/INC-0216/2020,20B,0
CostaRica/INC-0179/2020,20B,0
CostaRica/INC-0183/2020,20B,0
CostaRica/INC-0227/2021,20B,0
CostaRica/INC-0186/2020,20B,0
CostaRica/INC-0173/2020,20B,0
CostaRica/INC-0177/2020,20B,0
CostaRica/INC-0226/2021,20B,0
CostaRica/INC-0166/2020,20B,0
CostaRica/INC-0169/2020,20B,0
CostaRica/INC-0193/2020,20B,0
CostaRica/INC-0201/2020,20B,0
CostaRica/INC-0163/2020,20B,0
CostaRica/INC-0164/2020,20B,0
CostaRica/INC-0211/2020,20B,0
CostaRica/INC-0215/2020,20B,0
CostaRica/INC-0222/2021,20B,0
CostaRica/INC-0229/2021,20B,0
CostaRica/INC-0200/2020,20B,0
CostaRica/INC-0207/2020,20B,0
CostaRica/INC-0231/2021,20B,0
CostaRica/INC-0189/2020,20B,0
CostaRica/INC-0168/2020,20B,0
CostaRica/INC-0202/2020,20B,0
CostaRica/INC-0185/2020,20B,0
CostaRica/INC-0214/2021,20B,0
Chile/AT-CMM-00015/2020,20B,0
Australia/QLD961/2020,20B,0
Australia/VIC1337/2020,20B,0
Sweden/20-24259/2020,20B,0
Mexico/TAM-InDRE_165/2020,20B,0
Peru/LIM-UPCH-0174/2020,20B,0
Russia/IVA-RII-MH11885S/2020,20B,0
Colombia/BOG-INS-VG-266/2021,20B,0
Peru/LIM-UPCH-0296/2020,20B,0
Colombia/ARA-INS-VG-518/2021,20B,0
USA/AK-PHL6680/2020,20B,0
USA/KY-CDC-LC0004036/2021,20B,0
USA/GA-CDC-9JK9-8082/2020,20B,0
USA/GA-CDC-95BM-4391/2020,20B,0
USA/GA-CDC-7671/2020,20B,0
USA/GA-CDC-9HOH-7594/2020,20B,0
USA/GA-CDC-7407/2020,20B,0
USA/GA-CDC-9IJC-7816/2020,20B,0
USA/GA-CDC-9J14-7944/2020,20B,0
USA/GA-CDC-7679/2020,20B,0
Chile/RM-207382/2020,20B,0
Romania/Bucuresti-FV5166/2020,20B,0
Romania/RO_DJ37480/2020,20B,0
Brazil/PE-IAM1254/2020,20B,0
Ecuador/23055/2020,20B,0
Brazil/SP-1168/2020,20B,0
Brazil/RS-00626/2020,20B,0
Brazil/PR-28610/2020,20B,0
Mozambique/KRISP-MZ154276/2020,20B,0
Mozambique/KRISP-MZ158971/2020,20B,0
Chile/BI-206407/2020,20B,0
Lithuania/T-32/2020,20B,0
Slovakia/UKBA-411/2020,20B,0
Argentina/PAIS-F0024/2020,20B,0
Argentina/PAIS-F0052/2020,20B,0
Argentina/PAIS-F0022/2020,20B,0
Argentina/PAIS-F0025/2020,20B,0
Argentina/PAIS-F0053/2020,20B,0
Argentina/PAIS-F0057/2020,20B,0
Indonesia/JK-NIHRD-MI52948/2020,20B,0
SouthAfrica/UFS-VIRO-NGS-115/2020,20B,0
Singapore/1090/2020,20B,0
BosniaandHerzegovina/VFS-UNSA-LMGFI005/2020,20B,0
BosniaandHerzegovina/VFS-UNSA-LMGFI009/2020,20B,0
Denmark/DCGC-8254/2020,20B,0
Mozambique/INS-K007887/2020,20B,0
env/Qingdao/IVDC-011-10/2020,20B,0
env/Qingdao/IVDC-06-10/2020,20B,0
env/Qingdao/IVDC-05-10/2020,20B,0
Denmark/DCGC-9448/2020,20B,0
Finland/28ES13BC3/2020,20B,0
Azerbaijan/Aghayev-04/2021,20B,0
Singapore/1392/2020,20B,0
Thailand/Bangkok_29/2020,20B,0
Thailand/Bangkok_KK/2020,20B,0
Australia/SAP520/2020,20B,0
Australia/WA359/2020,20B,0
Malaysia/IMR-WI085/2020,20B,0
Malaysia/IMR-WI101/2020,20B,0
Singapore/1111/2020,20B,0
Australia/WA598/2020,20B,0
Brunei/6/2020,20B,0
Brunei/7/2020,20B,0
UnitedArabEmirates/4369/2020,20B,0
Singapore/1473/2020,20B,0
UnitedArabEmirates/3846/2020,20B,0
Australia/VIC18007/2020,20B,0
Australia/WA565/2020,20B,0
Australia/WA581/2021,20B,0
Canada/BC-BCCDC-6943/2020,20B,0
Singapore/1119/2020,20B,0
Australia/NSW2940/2020,20B,0
Singapore/193/2021,20B,0
Australia/SAP597/2020,20B,0
Singapore/883/2020,20B,0
India/KA-NIMH-SEQ-81/2020,20B,0
India/KA-NIMH-SEQ-136/2020,20B,0
India/KA-NIMH-SEQ-39/2020,20B,0
India/KA-NIMH-SEQ-76/2021,20B,0
India/KA-NIMH-SEQ-89/2020,20B,0
NewZealand/21CV0015/2020,20B,0
Madagascar/VIRO-5815/2020,20B,0
Mexico/GTO-InDRE_180/2020,20B,0
USA/PR-CDC-S76/2020,20B,0
Russia/IVA-RII-MH11884S/2020,20B,0
Australia/NSW1157/2020,20B,0
Ghana/WACCBIP-GS44/2020,20B,0
Russia/SPE-RII-19109V/2020,20B,0
Russia/OMS-ORINFI-5900S/2020,20B,0
Chile/RM-130072/2020,20B,0
Chile/AR-208476/2020,20B,0
England/ALDP-9445BD/2020,20B,0
Russia/SPE-RII-MH13149S/2021,20B,0
Australia/WA406/2020,20B,0
Hebei/IVDC-02-01/2021,20B,0
Hebei/IVDC-01-05/2021,20B,0
Hebei/IVDC-04-05/2021,20B,0
Hebei/IVDC-03-05/2021,20B,0
Hebei/IVDC-07-01/2021,20B,0
Hebei/IVDC-09-01/2021,20B,0
Hebei/IVDC-03-01/2021,20B,0
Hebei/IVDC-10-01/2021,20B,0
Hebei/IVDC-08-01/2021,20B,0
Russia/SPE-RII-MH13289S/2020,20B,0
Russia/AMU-RII-MH10246S/2020,20B,0
Lithuania/ID2982/2020,20B,0
Lithuania/T_1748/2020,20B,0
Lithuania/ID3041/2020,20B,0
Lithuania/ID2426/2020,20B,0
Lithuania/ID2782/2020,20B,0
Lithuania/T_2110/2020,20B,0
Lithuania/ID6754/2021,20B,0
Lithuania/ID2499/2020,20B,0
Lithuania/ID3823/2020,20B,0
Morocco/FMP-44/2020,20B,0
Morocco/FMP-59/2020,20B,0
Mexico/MEX-InDRE_138/2020,20B,0
NewZealand/21CV0047/2021,20B,0
HongKong/HKPU-1166/2020,20B,0
USA/PR-CDC-S39/2020,20B,0
Indonesia/BT-LIPI-005/2020,20B,0
Singapore/1506/2020,20B,0
Indonesia/JB-WJHL-ITB-A03267/2020,20B,0
England/CAMC-942D11/2020,20B,0
Ghana/WACCBIP-GS26/2020,20B,0
Russia/KDA-RII-MH4924S/2020,20B,0
Ecuador/178635/2021,20B,0
Switzerland/VS-ETHZ-321460/2020,20B,0
Russia/MUR-RII-MH6348S/2020,20B,0
Russia/SPE-RII-MH13310S/2020,20B,0
Singapore/1070/2020,20B,0
Russia/KDA-RII-MH9365S/2020,20B,0
NewZealand/21CV0045/2021,20B,0
NewZealand/20CV0449/2020,20B,0
NewZealand/20CV0471/2020,20B,0
Japan/Donner170/2020,20B,0
Japan/Donner171/2020,20B,0
Japan/NGY-NNH-064/2020,20B,0
Japan/Donner104/2020,20B,0
Japan/Donner144/2020,20B,0
Japan/Donner167/2020,20B,0
Japan/NGY-NNH-065/2021,20B,0
Japan/NGY-NNH-059/2020,20B,0
Japan/NGY-NNH-063/2021,20B,0
Japan/Donner156/2020,20B,0
Japan/Donner193/2020,20B,0
Japan/Donner160/2020,20B,0
Japan/Donner165/2020,20B,0
